1	2	0.75	1
1	2	0.5625	2
0	2	-0.75	3
0	0	-0.75	4
2	0	0.75	5
0	3	-0.75	6
1	3	0.25	7
2	1	-0.75	8
2	2	-0.75	9
0	0	-0.5625	10
1	3	0.1875	11
0	3	-0.5625	12
1	2	0.671875	13
1	3	0.140625	14
0	2	-0.5625	15
2	2	-0.5625	16
1	3	0.10546875	17
0	3	-0.421875	18
0	3	-0.31640625	19
2	0	0.5625	20
1	1	-0.5	21
2	2	-0.171875	22
1	1	-0.375	23
2	0	0.671875	24
0	2	-0.421875	25
2	2	-0.12890625	26
2	2	-0.0966796875	27
0	3	-0.2373046875	28
0	3	-0.177978515625	29
2	1	-0.3125	30
0	3	-0.13348388671875	31
1	2	0.50390625	32
2	2	-0.072509765625	33
0	3	-0.1001129150390625	34
1	3	0.0791015625	35
2	3	-0.5	36
1	1	-0.28125	37
0	1	0.75	38
1	0	-0.5	39
2	2	-0.05438232421875	40
0	1	0.5625	41
0	3	0.17491531372070312	42
1	1	-0.2109375	43
1	1	-0.158203125	44
2	2	-0.0407867431640625	45
1	0	-0.375	46
0	1	0.671875	47
0	3	0.13118648529052734	48
2	3	-0.375	49
1	0	-0.28125	50
0	0	-0.171875	51
1	3	0.059326171875	52
2	3	-0.28125	53
0	2	-0.06640625	54
1	0	-0.2109375	55
2	3	-0.2109375	56
1	2	0.3779296875	57
1	0	-0.158203125	58
2	2	-0.030590057373046875	59
2	0	0.50390625	60
1	2	0.283447265625	61
1	2	0.46258544921875	62
1	3	0.29449462890625	63
1	0	0.13134765625	64
0	3	0.09838986396789551	65
1	2	0.3469390869140625	66
0	3	0.07379239797592163	67
0	3	0.05534429848194122	68
1	1	0.13134765625	69
2	2	-0.022942543029785156	70
0	0	-0.12890625	71
0	1	0.50390625	72
2	2	-0.017206907272338867	73
2	2	-0.01290518045425415	74
2	1	-0.234375	75
0	2	-0.0498046875	76
0	0	-0.0966796875	77
1	0	0.0985107421875	78
0	1	0.3779296875	79
2	3	-0.158203125	80
0	0	-0.072509765625	81
1	1	0.0985107421875	82
2	0	0.3779296875	83
0	2	-0.037353515625	84
2	1	-0.17578125	85
0	0	-0.05438232421875	86
2	3	-0.11865234375	87
1	0	0.073883056640625	88
0	1	0.283447265625	89
2	3	-0.0889892578125	90
0	2	0.22198486328125	91
0	1	0.46258544921875	92
0	3	0.2915082238614559	93
0	3	0.21863116789609194	94
0	0	0.2092132568359375	95
2	0	0.283447265625	96
0	2	0.1664886474609375	97
1	2	0.2602043151855469	98
1	2	0.19515323638916016	99
1	3	0.2208709716796875	100
1	3	0.16565322875976562	101
2	2	0.2403211146593094	102
2	0	0.46258544921875	103
0	1	0.3469390869140625	104
1	2	0.14636492729187012	105
0	0	0.15690994262695312	106
2	2	0.18024083599448204	107
1	2	0.10977369546890259	108
1	0	0.05541229248046875	109
1	0	0.04155921936035156	110
1	0	0.031169414520263672	111
2	0	0.3469390869140625	112
1	3	0.12423992156982422	113
0	1	0.2602043151855469	114
2	1	0.1181640625	115
0	1	0.19515323638916016	116
2	0	0.2602043151855469	117
0	2	0.12486648559570312	118
2	3	0.183258056640625	119
2	3	0.13744354248046875	120
2	1	0.088623046875	121
2	3	0.10308265686035156	122
2	0	0.19515323638916016	123
0	1	0.14636492729187012	124
2	0	0.14636492729187012	125
1	3	0.09317994117736816	126
0	1	0.10977369546890259	127
0	1	0.08233027160167694	128
2	0	0.10977369546890259	129
0	2	0.09364986419677734	130
1	3	0.06988495588302612	131
1	0	0.023377060890197754	132
1	3	0.05241371691226959	133
2	1	0.06646728515625	134
1	3	0.039310287684202194	135
1	0	0.017532795667648315	136
0	3	0.16397337592206895	137
1	2	0.08233027160167694	138
1	3	0.029482715763151646	139
2	0	0.08233027160167694	140
0	0	0.11768245697021484	141
2	2	0.13518062699586153	142
1	1	0.073883056640625	143
0	1	0.061747703701257706	144
0	0	0.08826184272766113	145
0	0	0.06619638204574585	146
1	0	0.013149596750736237	147
1	3	0.022112036822363734	148
1	3	0.0165840276167728	149
0	3	0.12298003194155172	150
0	2	0.07023739814758301	151
2	0	0.061747703701257706	152
0	1	0.04631077777594328	153
1	3	0.0124380207125796	154
0	1	0.03473308333195746	155
2	0	0.04631077777594328	156
0	3	0.09223502395616379	157
1	1	0.05541229248046875	158
0	1	0.026049812498968095	159
1	3	0.0093285155344347	160
2	0	0.03473308333195746	161
1	2	0.061747703701257706	162
1	1	0.04155921936035156	163
0	2	0.052678048610687256	164
1	0	0.009862197563052177	165
1	2	0.04631077777594328	166
2	0	0.026049812498968095	167
1	3	0.006996386650826025	168
2	1	0.0498504638671875	169
1	1	0.031169414520263672	170
0	0	0.04964728653430939	171
1	3	0.005247289988119519	172
2	0	0.01953735937422607	173
2	3	0.07731199264526367	174
2	0	0.014653019530669553	175
2	2	0.10138547024689615	176
1	0	0.007396648172289133	177
1	2	0.03473308333195746	178
0	2	0.03950853645801544	179
2	0	0.010989764648002165	180
2	3	0.057983994483947754	181
2	1	0.037387847900390625	182
2	0	0.008242323486001624	183
0	0	0.03723546490073204	184
1	0	0.00554748612921685	185
2	0	0.006181742614501218	186
1	3	0.003935467491089639	187
0	3	0.06917626796712284	188
0	1	0.01953735937422607	189
2	1	0.02804088592529297	190
1	0	0.004160614596912637	191
1	0	0.003120460947684478	192
2	2	0.07603910268517211	193
1	1	0.023377060890197754	194
2	0	0.004636306960875913	195
2	3	0.043487995862960815	196
1	1	0.017532795667648315	197
2	1	0.021030664443969727	198
2	1	0.015772998332977295	199
1	2	0.026049812498968095	200
