1	2	0.75	1
0	1	0.75	2
0	3	-0.5	3
1	0	-0.5	4
0	1	0.8125	5
0	0	-0.25	6
2	1	-0.75	7
0	1	0.859375	8
1	2	0.8125	9
0	0	-0.1875	10
2	3	-0.75	11
0	0	-0.140625	12
0	2	-0.25	13
0	3	-0.125	14
0	2	-0.1875	15
0	0	-0.10546875	16
1	2	0.859375	17
0	2	-0.140625	18
1	3	0.5	19
0	1	0.64453125	20
0	3	0.15625	21
2	0	0.75	22
2	1	-0.3125	23
1	0	-0.125	24
1	0	-0.09375	25
0	2	0.14453125	26
0	2	0.1083984375	27
0	0	0.1708984375	28
0	0	0.128173828125	29
2	2	-0.5	30
2	2	-0.375	31
1	1	-0.25	32
1	2	0.64453125	33
0	1	0.7333984375	34
2	1	-0.234375	35
1	2	0.7333984375	36
1	3	0.875	37
0	0	0.34613037109375	38
0	0	0.2595977783203125	39
2	0	0.8125	40
2	0	0.859375	41
0	3	0.3671875	42
1	0	0.4296875	43
2	0	0.64453125	44
2	1	0.32421875	45
0	0	0.19469833374023438	46
0	0	0.14602375030517578	47
0	0	0.10951781272888184	48
2	1	0.2431640625	49
2	2	0.21875	50
2	2	0.1640625	51
1	1	0.3125	52
0	3	0.275390625	53
0	0	0.08213835954666138	54
0	3	0.20654296875	55
1	2	0.800048828125	56
0	1	0.800048828125	57
0	3	0.4049072265625	58
1	2	0.85003662109375	59
1	3	0.90625	60
1	0	0.572265625	61
2	2	0.123046875	62
2	0	0.7333984375	63
0	2	0.581298828125	64
2	0	0.800048828125	65
2	3	0.6875	66
2	0	0.85003662109375	67
1	3	0.6796875	68
0	2	0.43597412109375	69
1	0	0.42919921875	70
2	0	0.6375274658203125	71
0	2	0.3269805908203125	72
0	0	0.31160376965999603	73
1	1	0.484375	74
2	2	0.84228515625	75
1	1	0.36328125	76
0	1	0.85003662109375	77
1	0	0.3218994140625	78
1	2	0.6375274658203125	79
1	0	0.491424560546875	80
0	1	0.6375274658203125	81
2	3	0.765625	82
2	2	0.6317138671875	83
0	0	0.483702827244997	84
0	0	0.36277712043374777	85
1	2	0.7281455993652344	86
0	3	0.553680419921875	87
0	2	0.4952354431152344	88
0	0	0.2720828403253108	89
2	2	0.473785400390625	90
2	3	0.57421875	91
0	2	0.3714265823364258	92
0	3	0.41526031494140625	93
2	1	0.932373046875	94
1	3	1.009765625	95
2	3	0.4306640625	96
1	0	0.6185684204101562	97
2	3	0.322998046875	98
2	1	0.69927978515625	99
2	0	0.7281455993652344	100
1	3	0.75732421875	101
1	3	0.5679931640625	102
0	1	0.7281455993652344	103
2	1	0.7744598388671875	104
1	3	0.425994873046875	105
1	0	0.4639263153076172	106
0	1	0.7961091995239258	107
2	2	0.6053390502929688	108
1	1	0.7724609375	109
0	3	0.8114452362060547	110
0	3	0.608583927154541	111
0	2	0.7785699367523193	112
1	0	0.3479447364807129	113
0	3	0.45643794536590576	114
1	3	0.31949615478515625	115
1	0	0.26095855236053467	116
0	3	0.3423284590244293	117
0	1	0.8470818996429443	118
1	0	0.195718914270401	119
2	3	0.49224853515625	120
1	3	0.2396221160888672	121
2	1	0.5808448791503906	122
2	1	0.43563365936279297	123
0	2	0.5839274525642395	124
0	1	0.6353114247322083	125
1	1	0.579345703125	126
2	2	0.45400428771972656	127
2	0	0.7961091995239258	128
2	3	0.6191864013671875	129
0	1	0.7264835685491562	130
2	1	0.5767252445220947	131
2	1	0.43254393339157104	132
1	3	0.1797165870666504	133
0	1	0.7948626764118671	134
0	1	0.8461470073089004	135
1	3	0.1347874402999878	136
1	0	0.14678918570280075	137
1	2	0.7961091995239258	138
0	1	0.6346102554816753	139
0	2	14.379455894231700	140
1	2	0.8470818996429443	141
1	2	0.6353114247322083	142
2	2	0.5905032157897949	143
1	2	0.7264835685491562	144
1	0	0.8600918892771006	145
2	2	0.4428774118423462	146
0	2	10.784591920673800	147
1	1	118.450927734375	148
2	0	0.8470818996429443	149
1	2	0.7948626764118671	150
2	3	0.4643898010253906	151
1	1	11.383819580078100	152
2	2	0.33215805888175964	153
2	3	0.34829235076904297	154
0	3	1.256746344268320	155
1	0	0.8950689169578254	156
2	3	0.2612192630767822	157
2	1	0.3244079500436783	158
0	2	0.8088443940505385	159
0	1	0.7259576916112565	160
2	1	0.2433059625327587	161
2	1	0.18247947189956903	162
0	1	0.7944682687084423	163
1	2	0.8461470073089004	164
2	1	0.13685960392467678	165
0	0	2.204062130243980	166
1	3	11.010905802249900	167
2	1	0.10264470294350758	168
2	2	0.24911854416131973	169
2	0	0.6353114247322083	170
0	3	14.425597582012400	171
0	0	16.530465976829800	172
1	3	0.8258179351687431	173
1	2	0.6346102554816753	174
1	2	0.7259576916112565	175
2	1	0.3269835272076307	176
1	2	0.7944682687084423	177
2	3	0.44591444730758667	178
1	0	1.421301687718360	179
1	3	13.693634513765500	180
1	1	16.037864685058500	181
0	1	0.8458512015313318	182
2	2	0.4368389081209898	183
0	1	0.6343884011484988	184
0	3	13.319198186509300	185
1	3	1.027022588532410	186
1	2	0.8458512015313318	187
1	0	10.659762657887700	188
0	2	1.356633295537900	189
1	3	0.7702669413993135	190
2	1	0.24523764540572301	191
1	1	12.028398513793900	192
2	2	0.32762918109074235	193
0	1	0.7257913008613741	194
0	0	17.397849482622400	195
2	1	0.18392823405429226	196
0	1	0.7943434756460306	197
0	2	1.517474971653420	198
0	3	14.989398639881900	199
0	0	15.548387111966800	200
